post_timestamp,post_title,post_content
2024-11-23 15:36:48,캡틴프랑쉐 ㅋㅋㅋㅋ,
2024-11-23 15:36:54,세스 로건ㄷㄷ,ㄷ
2024-11-23 15:36:54,???: 삐완 삐완,"굿 잡 메이트
- dc official App"
2024-11-23 15:36:56,캡틴 바게트,".
- dc official App"
2024-11-23 15:36:58,캡틴 프랑스 ㅋㅋㅋㅋ,
2024-11-23 15:37:05,벤츠 ㄴㄴ 벤쓰 ㅇㅇ,아조씨들은 벤쓰라고 함ㅋㅋㅋㅋ
2024-11-23 15:37:09,아 콜라 q3 어캐 안되나,
2024-11-23 15:37:10,역시 외제차는 벤츠 ㅋㅋ,ㅋㅋ
2024-11-23 15:37:13,F1 공식 계정 체황 티배깅,"https://x.com/F1/status/1860207290240102758
Formula 1님(@F1)
&#x274c; ELIMINATED IN Q1 &#x274c;PerezAlonsoAlbonBottasStroll
x.com"
2024-11-23 15:37:37,로건 캡춰 ㅇㅇㅇjpg,ㅇㅇ
2024-11-23 15:37:46,씨발 지금일어났다,좆 됐 다 !
2024-11-23 15:37:59,체코는 왜 또 q1딱임 시발?,아오
2024-11-23 15:38:22,쥬지 이번에 우승 제발,
2024-11-23 15:38:42,요샌 ai 분석 커트라인 안 띄워주나,최근에 퀄리를 죄다 놓쳐서 모르겄네
2024-11-23 15:38:48,메르세데스-AMG 포뮬러 원팀이오 벤츠는없소,진짜없소
2024-11-23 15:38:54,q1 못봤는데 체코 어디감?,왜또 q1 탈락임
2024-11-23 15:39:03,추가 근무해서 심통난 엔지니어들,
2024-11-23 15:39:08,저 기대없이 보는 크루들 봐라 ㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:39:12,팩트는 역시 케로햄ㅋㅋ,
2024-11-23 15:39:12,노리스 혹시 손흥민하고 친함?,으흠
2024-11-23 15:39:15,자우버 미케닉들 퇴근못해서 표정 어둡노 ㅋㅋ,- dc official App
2024-11-23 15:39:19,응원하는게 아니라 야근해서 화났노 ㅋㅋ,- dc official App
2024-11-23 15:40:05,저우 단독캠 얼마만에 보는거냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:40:17,저우 빠르다 할수잇다,
2024-11-23 15:40:32,자우버 최고속도 겨우겨우 340 ㅋㅋㅋ 개똥차네,ㅋㅋㅋ
2024-11-23 15:40:33,짜요!,ㅇ
2024-11-23 15:40:43,저우 제발 q3의 기적을 보여줘,
2024-11-23 15:40:43,따거 모친 오니까 열심히 하네 ㅋㅋㅋ,참관수업이냐 ㅋㅋ
2024-11-23 15:40:47,대물탕,
2024-11-23 15:40:49,대 물 탕 ㅋㅋㅋㅋ,ㅋㅋㅋ
2024-11-23 15:40:52,대 물 탕,- dc official App
2024-11-23 15:40:53,쥬지 더 당겼네 근데 대물탕ㄷㄷㄷ,ㄷㄷ
2024-11-23 15:40:54,물탕이 뭐노 ㅋㅋㅋ,
2024-11-23 15:40:57,대 밀 턴,
2024-11-23 15:41:04,따거 드가나,
2024-11-23 15:41:04,트랙 레코드 파괴ㄷㄷㄷ,ㄷㄷㄷㄷ
2024-11-23 15:41:07,저우 ㄲㅂ 잘했다,
2024-11-23 15:41:12,물탕아 이번엔 쥬지 우승 주자,쥬지 벨기에 우승 뺏긴거 슬프다..
2024-11-23 15:41:12,똥차는 어쩔수없다 ㅠㅠㅠㅠ,따거형ㅠㅠㅠㅠㅠ
2024-11-23 15:41:13,관우 아깝노,ㄲㅂ
2024-11-23 15:41:13,아 ㄲㅂ 씨발,
2024-11-23 15:41:15,맥라렌 망?,뭐노
2024-11-23 15:41:16,저우 ㄲㅂㅋㅋ,- dc official App
2024-11-23 15:41:16,따거 ㄲㅂ,아깝네
2024-11-23 15:41:17,따거 ㄲㅂ,
2024-11-23 15:41:18,저우 까비 ㅠㅠ,- dc official App
2024-11-23 15:41:18,저우 오늘 그래도 잘했다,
2024-11-23 15:41:19,자우버 퇴근 ㅋㅋ,
2024-11-23 15:41:20,저우야ㅠㅠㅠ,- dc official App
2024-11-23 15:41:20,ZHOT,
2024-11-23 15:41:22,저우 ㄲㅂ...,그래도 잘했다
2024-11-23 15:41:28,어이고 콜라야,
2024-11-23 15:41:29,너덜너덜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:30,콜라사망ㅋㅋㅋ,ㅋ
2024-11-23 15:41:31,윌 좆망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:31,콜라핀토 터졌다 ㄷㄷ,ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
2024-11-23 15:41:31,콜러핀토 어어,비상!!!!!
2024-11-23 15:41:32,콜라 사망ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:31,아니 콜라씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:29,콜라 ㅠㅠㅠㅠㅠ,
2024-11-23 15:41:33,콜라 김빠졌노 ㅋㅋㅋㅋ,ㅋㅋㅋㅋ
2024-11-23 15:41:33,아이고 콜라야.....,
2024-11-23 15:41:34,콜라ㄷㄷㄷ,헐
2024-11-23 15:41:35,콜라게이야 ㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:35,콜라ㅋㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:41:35,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋ
2024-11-23 15:41:36,윌리엄스 돈 없을텐데 ㅋㅋㅋㅋ,ㅋㅋㅋㅋ
2024-11-23 15:41:36,바울즈 주름추가ㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:37,콜라 사망ㅋㅋㅋㅋㅋ,
2024-11-23 15:41:37,콜라야 시발 ㅋㅋㅋㅋ,뭐해
2024-11-23 15:41:37,윌리엄수 파산 ㅋㅋㅋㅋ,"저거 또 고쳐야해 ㅋㅋㅋㅋ
- dc official App"
2024-11-23 15:41:37,차가 걸레가 됐노 ㅋㅋㅋ,
2024-11-23 15:41:37,윌리엄스 버짓캡 진짜 비ㅣㅣㅣ상,
2024-11-23 15:41:38,콜라뭐뉴 ㅋㅋㅋ,ㅋㅋㅋㅋㅋ
2024-11-23 15:41:39,콜라 차 거하게 해먹었노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:39,와 윌 또 뽀개먹냐ㅋㅋㅋ,저 리버리는 저주 받았네 ㄹㅇ
2024-11-23 15:41:39,???: 내몸에서 나가 사전트!!,- dc official App
2024-11-23 15:41:40,병신 ㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋ
2024-11-23 15:41:40,좆된 보울스면 개추 ㅋㅋㅋㅋㅋ,
2024-11-23 15:41:41,대 콜 라,- dc official App
2024-11-23 15:41:41,차 개조져졌노 시발ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅌㅋㅌㅌㅌㅌㅌㅋㅋㅋㅋ
2024-11-23 15:41:41,박살ㅋㅋㅋㅋㅋ,
2024-11-23 15:41:42,윌리엄스 멸망ㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:41:42,콜라야 ㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:42,윌리엄스 예산 감당되냐 씨발 ㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋ
2024-11-23 15:41:42,콜라야..?,- dc official App
2024-11-23 15:41:43,윌리엄스 파산 ㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:45,저우한테 11위면 사실상 1위급,ㅋㅋㅋㅋ능력의 한계까지 쥐어짬
2024-11-23 15:41:45,또 깨먹노 ㅋㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:41:46,윌리엄스 야근 확정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:41:46,윌멸망ㅋㅋㅋ,ㅋㅋ
2024-11-23 15:41:46,윌 좆망ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:41:47,반파 났네 씨발,
2024-11-23 15:41:47,케로신 또 윌리엄스 ㅇㅈㄹ ㅋㅋㅋㅋㅋ,
2024-11-23 15:41:49,윌리엄스 예산 ㅈ망!!!!,!!!!
2024-11-23 15:41:49,차 시발련아 ㅋㅋㅋㅋㅋ,
2024-11-23 15:41:50,윌 파산 ㅋㅋㅋㅋ,- dc official App
2024-11-23 15:41:51,제임스 눙물 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋ
2024-11-23 15:41:51,시트는 무슨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,꺼져라 ㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:41:50,잭 두한 입 찢어지겠네 ㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:52,걸레짝 고쳐야되는 미케닉들 표정 ㅋㅋㅋㅋ,- dc official App
2024-11-23 15:41:52,또부숴먹노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:53,아니 근데 가슬리 기습 시위 머야,
2024-11-23 15:41:55,콜라콜라야..,ㅋㅋㅋ
2024-11-23 15:41:55,윌 진짜 아부다비 결장하는거아님?? 애네 돈 남았냐???,ㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:41:56,와 ㄹㅇ 다 부서졌네,
2024-11-23 15:41:56,콜라 또 박살ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:56,병장 네이노오오옴,
2024-11-23 15:41:55,윌 저 리버리 쓴 경기 죄다 부서짐 ㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ
2024-11-23 15:41:55,윌리엄스 진짜 사망 ㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:41:56,콜라 이새끼 사전트만큼 차 해쳐먹는데?ㅋㅋㅋㅋ,"ㅋㅋㅋㅋ
- dc official App"
2024-11-23 15:41:58,윌리엄스 좆망ㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:41:59,암오케,- dc official App
2024-11-23 15:42:00,콜라 병장 나라오고 정신 못차리노 ㅋㅋㅋ,
2024-11-23 15:42:00,병장님 기습시위 ㅋㅋㅋㅋㅋ,
2024-11-23 15:42:01,엔지니어 초비상 ㅋㅋㅋㅋㅋㅋㅋ,야근가자 ㅋㅋㅋㅋㅋ
2024-11-23 15:42:04,씨발 사전트 그만 좀 차 부숴먹어라 ㅅㅂ,
2024-11-23 15:42:05,콜라 또 개떡됐놐ㅋㅋㅋㅋ,넌 퇴근하지마라
2024-11-23 15:42:07,저새끼들 차 한 대로 나오겠노 ㅋㅋㅋㅋ,ㅋㅋ
2024-11-23 15:42:08,빠른 사전트 ㅋㅋㅋㅋㅋ,
2024-11-23 15:42:09,사전트 ver2 ㅋㅋㅋㅋ,- dc official App
2024-11-23 15:42:09,콜라핀토 내년에 못보겠노 ㅋㅋㅋㅋㅋㅋㅋ,그냥 못하는게 낫지 예산 다태워먹노
2024-11-23 15:42:10,진짜 야무지게도 부숴놨네,ㅋㅋㅋㅋㅋㅋ
2024-11-23 15:42:10,콜라핀토 <<<- 새로운 라피티의 등장이냐?,체코의 후계자 냄새가 난다...
2024-11-23 15:42:11,(속보)윌리엄스 레이싱 해체,- dc official App
2024-11-23 15:42:11,병장님 오셨누,
2024-11-23 15:42:12,쓰읍 콜라핀토 저번에도 사고내지 않았나,쓰읍
2024-11-23 15:42:13,저 노란색에 뭔가 있다,
2024-11-23 15:42:12,콜병신 <<<<<저우관유 ㅋㅋㅋ,
2024-11-23 15:42:13,병장님 기습 강림 ㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:42:13,윌리엄스<이추세라면 아부다비에 둘다 DNS,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:42:14,또 너야?,ㅋㅋㅋㅋ
2024-11-23 15:42:14,윌리암스 재앙났네,예산 남아있나 반파 수준인데
2024-11-23 15:42:15,??:내년 시트 없으면 때려침,ㅋㅋㅋㅋㅋㅋ
2024-11-23 15:42:16,병장 옆 콜상병 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
- dc official App"
2024-11-23 15:42:17,사전트나 콜라핀토나,"차 뿌셔먹는거 비슷한거 아닌가여?
돈 다 깨먹네"
2024-11-23 15:42:20,운전 잘하는 사전트 ㄷㄷㄷㄷ,ㄷㄷㄷ
2024-11-23 15:42:19,남쪽 사전트ㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:42:20,윌리엄스 노란색 버리라니까,저게 혈막임
2024-11-23 15:42:23,사전트만큼 해먹은거 같은데 ㅋㅋㅋ,
2024-11-23 15:42:25,확실한 건 내년에 구토국 팬들은 볼 일 없겠다는거임 ㅋㅋ,
2024-11-23 15:42:24,와 빵디 ㅋㅋ,오 ㅋㅋ
2024-11-23 15:42:24,윌도 버짓캡 넘겨보겠노 ㅋㅋㅋㅋㅋ,
2024-11-23 15:42:25,콜라핀토 내년 시트 미련 덜어내려고하네,이젠 내년에 시트 없어도 안억울하다고 시위중
2024-11-23 15:42:28,사전트가 차 다뽀사먹어서 점마부른거아님?,"쟤도 만만치않네ㅋㅋㅋㅋㅋ
- dc official App"
2024-11-23 15:42:28,저새끼돈내고달린다며ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,돈더내야할듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:42:29,콜라 쟤는 진짜 애매하네,사고 너무많은데
2024-11-23 15:42:31,콜라 내년에 못 나오겠네,"골고루 부숴먹냐 ㅋㅋㅋ
- dc official App"
2024-11-23 15:42:32,엔지니어 과로사 각이다 ㅋㅋㅋ,
2024-11-23 15:42:33,쟤네 잔여경기 나올수 있나 ㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:42:36,윌리엄스의 드라이버가 되기 위한 자격 증명,깨져라 경화수월
2024-11-23 15:42:36,윌리엄스는 저번부터 범퍼카하노 ㅋㅋㅋㅋ,ㅋㅋㅋㅋ
2024-11-23 15:42:37,윌은 서비스 종료다...,
2024-11-23 15:42:37,에휴...,- dc official App
2024-11-23 15:42:38,❗+윌리엄스 파산❗+,좆 됐 다 !
2024-11-23 15:42:39,리어 프론트 서스팬션 다박살났네 ㅋㅋㅋ,엔진은 무사하냐 저거
2024-11-23 15:42:40,버짓캡이 문제가 아니고 돈이없다고 이친구야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,빚을내야된다고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:42:44,드라이버 안다치면 뭐해 ㅋㅋㅋ 차가 식물인간인데 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋ
2024-11-23 15:42:44,쟤는 맨날 해먹는거 같네,흠
2024-11-23 15:42:44,호너 콜라 살 생각 싹 사라지는 중 ㅋㅋ,
2024-11-23 15:42:54,저 정도면 윌리엄스 차가 문제아님?,콜라핀토까지 잡아먹노ㅋㅋ
2024-11-23 15:42:54,콜라는진짜거품확꺼지네,사고너무친다
2024-11-23 15:42:56,병장님의 나라에서,
2024-11-23 15:42:58,사전트 복귀함?,"ㅋㅋㅋ
- dc official App"
2024-11-23 15:43:00,포인트랑 별개로병장이랑 비슷하게 해먹긴 하네,개박살
2024-11-23 15:43:02,자신감이 넘친 나머지,ㅇ
2024-11-23 15:43:02,ㅅㅂ 윌리엄스 우짜노,ㅜ
2024-11-23 15:43:02,콜라 은근 존나깨먹음,
2024-11-23 15:43:03,윌리엄스 피눈물 에디션ㅋㅋㅋ,조져쓰요ㅋㅋ
2024-11-23 15:43:05,와 개병신같이 박았네 체코도 안 저럼 ㅇㅇ,ㅋㅋㅋ
2024-11-23 15:43:05,???: 어차피 내년에 자리 없잖아 즐겨~~~,한잔해
2024-11-23 15:43:06,자신감 넘쳤노 ㅅㅂ,
2024-11-23 15:43:07,저건 드라이빙 에러,
2024-11-23 15:43:07,이건 너무 병신같이 박았는데,ㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:43:10,운전 존나 터프하게 하니까 좀 양날에 검이네,
2024-11-23 15:43:12,???: 병장님의 의지를 이어가겠어,
2024-11-23 15:43:11,와 소리 존나 살벌하네,ㄷㄷ
2024-11-23 15:43:13,사전트도 저렇게는 안 부숴먹는다 씨발 ㅋㅋㅋ,
2024-11-23 15:43:16,그래서 헐크는 또 q3를 갔나요,"Yes
- dc official App"
2024-11-23 15:43:17,데브리 존나많네 ㅅㅂ,
2024-11-23 15:43:17,현장감 조진다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:43:20,이건 아닌데,이건 아닌데
2024-11-23 15:43:21,보울스 오열 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,진짜 쌍으로 이렇게 조지게 쉽지 않은데
2024-11-23 15:43:21,쨍그랑소리 ㅋㅋㅋ,
2024-11-23 15:43:22,뭐 깨지는 소리 찰지노 ㅋㅋㅋ,
2024-11-23 15:43:26,cctv 사각지대 ㅋㅋㅋ,ㄴㅇㄴㅇ
2024-11-23 15:43:27,내가 저래서 F1카를 안삼,내구성 좆망
2024-11-23 15:43:32,아부다비 결장 드가자 이기 ㅋㅋ,- dc official App
2024-11-23 15:43:35,올해 메르가 스트리트에 강한가?,실격 엔딩이긴 했어도 쥬지가 바쿠 따고 했던거 보면
2024-11-23 15:43:37,윌리엄스 돈 없을텐데 어카냐,
2024-11-23 15:43:37,뭔 ㅅㅂ 초보운전이냐,아오
2024-11-23 15:43:40,윌리엄 미캐닉들 오열ㅋㅋㅋㅋ,잘타는 사전트
2024-11-23 15:43:41,거하게 해먹었누,ㅋㅋㅋㅋ
2024-11-23 15:43:45,보울스 표정 빨리,
2024-11-23 15:43:47,깨지는 소리 ㅋㅋㅋ,쨍그랑
2024-11-23 15:43:48,미캐닉 오열ㅋㅋㅋㅋ,
2024-11-23 15:43:51,미국와서 빙의됐네,대 전 트
2024-11-23 15:43:51,팩트는 킹황짱노다가 또 Q3로 깄다는거임 ㅋㅋㅋㅋ,포인트 정조준중이라는거임 ㅋㅋㅋㅋ
2024-11-23 15:43:52,???: 그래서 얼마에 판다고?,ㅋㅋㅋㅋㅋㅋ
2024-11-23 15:43:52,병장님의 혼이 콜라를 부쉈구나,- dc official App
2024-11-23 15:43:58,(F1시트날려먹는순간)ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㄹㅇㅋㅋㅋㅋㅋ
2024-11-23 15:44:01,이새끼 오버랩되는 제임스면 개추 ㅋㅋㅋ,
2024-11-23 15:44:02,윌리엄스 또 유튜브 영상 올라오나,이번엔 알본이랑 콜라핀토 팩토리 벽에 묶어놓고 야근해야겠는데
2024-11-23 15:44:03,??? : 지금 윌리엄스에게 가장필요한 드라이버,"가장 경제적인 드라이버
피에르 ‘더 이코노미’ 가슬리"
2024-11-23 15:44:03,근데 저렇게 사고내면,"드라이버 나중에 ㅈㄴ 혼나나?
- dc official App"
2024-11-23 15:44:03,말 그대로 산산조각이네,"어이구
- dc official App"
2024-11-23 15:44:04,윌리엄스 돈 없으면 차 한대만 내보낼수도 있음?,진짜 모름.....
2024-11-23 15:44:05,콜라전자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:44:07,이것이 사전트를 복수다,병장님의 시트를 돌려줘ㅗ
2024-11-23 15:44:08,콜라 비싼척하다가 팀 못구하겠노 ㅋㅋㅋ,
2024-11-23 15:44:08,올해 하스 운빨 대체 뭐냐,하늘이 돕는 대하스ㅋㅋ
2024-11-23 15:44:10,알본가슬리오콘 << 얘넨 대단하긴하네,콜라나 병장님이랑 같은레벨 차 타고 부숴먹질 않노 ㅋㅋ
2024-11-23 15:44:17,레드불 콜업 확정인거같아서 안심한 로슨이면 개추 ㅋㅋㅋ,콜라핀토 나가리 ㅋㅋㅋ
2024-11-23 15:44:19,인디카 테스트 P1먹은 병장 TV보고 웃고있을거같음 개추,- dc official App
2024-11-23 15:44:25,벽 움푹 들어갔네ㅋㅋㅋㅋㅋ,
2024-11-23 15:44:27,콜라 급속 냉동 ㅠㅠ,
2024-11-23 15:44:27,슬슬 그로장의 냄새가,
2024-11-23 15:44:28,콜라 누가 흔들었냐,터졌노
2024-11-23 15:44:35,최근 가장 뜨거워졌다가 차가워지고 있습니다.,차는 뜨겁습니드 ㅇㅈㄹㅋㅋㅋㅋㅋ
2024-11-23 15:44:37,차가운 콜라는 콜평 ㅋㅋㅋ,트랙온도 같은 남자 ㅋㅋㅋ
2024-11-23 15:44:39,지금 기분 째지는 사람,
2024-11-23 15:44:39,콜라 은근 거품임 안 데려가는 이유가 있지,"그 한경기 이후로 플레이도 아쉽고
그와 별개로
사고가 너무 많음"
2024-11-23 15:44:43,가슬리가 ㄹㅇ 한번도 차 안부순거같은데,"아닌가
- dc official App"
2024-11-23 15:44:45,알핀은 다시 고민에 빠졌다....,내년 재정에 빨간불이 들어올수 있지 않을까...
2024-11-23 15:44:44,치우는데 오래걸리겠는데,
2024-11-23 15:44:46,미캐닉들 월급 갈려나가는중 ㅋㅋㅋㅋ,윌리엄스 예산 개박살 ㅋㅋ
2024-11-23 15:44:50,맨홀 뚜껑 씨발 ㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:44:49,존나 오래걸릴거같은데,
2024-11-23 15:44:54,병장님이 보이노...,
2024-11-23 15:44:56,바울즈 표정ㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:44:57,파편 오지네,ㄷㄷ
2024-11-23 15:44:57,전쟁터가 됐네 ㅋㅋㅋ,
2024-11-23 15:44:57,매놀그멍 ㅋㅋㅋㅋ,
2024-11-23 15:44:58,주가 급락 ㅋㅋㅋ 콜라 슬러시행ㅋㅋㅋㅋㅋㅋ,맛잇겠노 ㅋㅋㅋㅋㅋㅋ
2024-11-23 15:44:59,버울스 입갤 ㅋㅋㅋ,
2024-11-23 15:45:01,데브리스 기습참가,
2024-11-23 15:45:02,메시가 더 운전 잘 할 듯 ㅇㅇ,
2024-11-23 15:45:03,바울스 미간주름 존나깊노 ㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:45:08,데브리로 난장판이 된 트랙,
2024-11-23 15:45:15,Q3 스타트 연기,ㅇㅇ
2024-11-23 15:45:19,파편 ㅈㄴ많네,청소 빡셀듯
2024-11-23 15:45:20,가슬리 p4뭔데,진짜 알핀 컨챔 6위 가냐
2024-11-23 15:45:22,그래서 콜라 폼 왜 뒤짐?,"탄산 다 빠져서 그런건가
- dc official App"
2024-11-23 15:45:30,표정 개썩었네 ㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:45:30,데브리 미쳤넼ㅋㅋ,
2024-11-23 15:45:37,???: 내년 시트를 위해 최선을 다해서..,응 넌 시트 못얻어
2024-11-23 15:45:40,저우 그래도 13 그리드면 잘 했다,
2024-11-23 15:45:43,안와상융기가 성층권뚫겠노,어지간히 빡친듯
2024-11-23 15:45:42,콜라핀토 입에 멘토스 넣었나 폭발하네 ㅋㅋㅋ,ㅋㅋㅋ
2024-11-23 15:45:45,관우 13 그리드,- dc official App
2024-11-23 15:45:46,마그누센아 가디마 ㅠㅠ,안돼!
2024-11-23 15:45:51,???: 야 여기 미국이야 이새끼야 ㅋㅋㅋㅋ,ㅋㅋ
2024-11-23 15:45:55,콜라 폼 뒤진건 걍 윌 차가 병신이라 그런거같은데,"사전트도 인디카 타자말자 날아다니고
알본이 걍 이상한 새끼인듯
- dc official App"
2024-11-23 15:45:56,윌리엄스 저러면 남은레이스 참가되나,아부다비가선 한대만 나오겠노
2024-11-23 15:46:00,q2에서 차 부숴먹기 vs q1딱하고 차 무사히 가져오기,시즌후반인거 생각하면 후자가 낫나
2024-11-23 15:46:00,부스러기 존나 많네 ㅋㅋㅋㅋㅋ,청소차 불러라
2024-11-23 15:46:05,그와중에 저우관유 밑 체코 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,체평 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:46:09,그래서 체황이랑 코카콜라랑 바꾸면 바꿈?,
2024-11-23 15:46:10,지금 윌리엄스 저거 옛날리버리 아닌가,알파타우린가 먼가 맞나
2024-11-23 15:46:14,가슬리 기습 4위 뭔데,라스베이거스에 비가 오나
2024-11-23 15:46:19,저우 13그리드면 시즌중에 제일높은건가?,"황금시간대라고 힘좀썻네
- dc official App"
2024-11-23 15:46:22,사고순간 캡춰 ㅇㅇㅇjpg,ㅇㅇ
2024-11-23 15:46:23,아니 싸전트 언제까지 부실건데 ㅋㅋ,어..? 넌..?
2024-11-23 15:46:23,그 개새기 사임했노 ㅋㅋㅋㅋㅋㅋ,사람 죽는꼴 보기 싫으면 나가리되는게 맞지
2024-11-23 15:46:22,저게 콜라야 믹슈야 ㅋㅋㅋㅋ,
2024-11-23 15:46:30,Hadjar RB 콜업 붐은 온다,"2025 VCARB
Yuki - Hadjar"
2024-11-23 15:46:49,콜라 사고는 낸다 쳐도 화끈하게 다깨먹는게좀,"윙 깨먹는 이딴 귀여운거면 몰라도
맨날 거의 반파 아님 완파임 ㅋㅋ
성적 내려면 자신감 넘쳐야되는건 맞는데 차가 윌이라 못 받쳐주나 음"
2024-11-23 15:46:55,넋이나갔노,직장잃은 청년의 절망이 느껴진다
2024-11-23 15:46:58,항상 느끼지만 차라리 걸어 들어가는 게 낫다,셒카 타는 거 존나 없어 보임 ㅋㅋ
2024-11-23 15:46:59,저유관유 밑 체코 즉 저밑체 ㅋㅋㅋ,ㅋㅋ
2024-11-23 15:47:00,개새끼들아 콜라 vs 체황 하지마,"체황이 지난주까지 수리비랭킹도 1위엿어
- dc official App"
2024-11-23 15:47:00,저새끼멘탈나갔노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,병신ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:47:07,츠노다 생각보다 잘하네,"혼다 엔진에 끼워팔기로 온 낙하산인줄 알았는데
꽤잘하는듯. 체코랑 왜 안바꿈?
- dc official App"
2024-11-23 15:47:09,근데 팀 직원들 월급도 버짓캡에 포함인데,"윌 직원들은 ㅋㅋㅋㅋㅋ
그리고 레드불도"
2024-11-23 15:47:16,레츠고 베이비,ㅋㅋㅋ
2024-11-23 15:47:20,레츠 고 베이비 ㅋㅋㅋ,ㅋㅋㅋ
2024-11-23 15:47:20,대노다를 레드불로ㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:47:21,대 노 다 ㅋㅋㅋㅋㅋ,
2024-11-23 15:47:22,츠노다 싱글벙글ㅋㅋㅋ,
